YEAR,TARGET_YEAR,OCC_CODE,OCC_TITLE,SOURCE_FILE,OCC_MAJOR,OCC_MINOR,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,LOG_TOT_EMP,LOG_A_MEAN,EMPLOYMENT_SHARE,NEXT_TOT_EMP,NEXT_A_MEAN,TARGET_LOG_TOT_EMP,TARGET_LOG_A_MEAN,DATA_SPLIT
2018,2019,17-2171,Petroleum Engineers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,32510,4.1,156370,2.3,74270,103610,137170,191780,,10.389333772591105,11.95998666790568,0.00022462327063918898,32620,156780,10.392711531744357,11.962605206086959,train_through_2022
2019,2020,17-2171,Petroleum Engineers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,32620,4.2,156780,2.5,79270,107020,137720,193430,,10.392711531744357,11.962605206086959,0.0002220959305993111,27850,154330,10.23462415135353,11.946854925495474,train_through_2022
2020,2021,17-2171,Petroleum Engineers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,27850,5.1,154330,2.4,78620,108130,137330,189030,,10.23462415135353,11.946854925495474,0.00020022029264658085,22100,145720,10.003378135350923,11.889449113574935,train_through_2022
2021,2022,17-2171,Petroleum Engineers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,22100,4.2,145720,1.3,78390,100880,130850,167750,,10.003378135350923,11.889449113574935,0.00015686489397033352,20540,142800,9.930178167789173,11.869207331664223,train_through_2022
2022,2023,17-2171,Petroleum Engineers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,20540,4.3,142800,1.5,76960,101080,131800,169230,220040,9.930178167789173,11.869207331664223,0.00013889193179878712,20390,148590,9.922848906014748,11.908952844155737,holdout_2023_2024
2023,2024,17-2171,Petroleum Engineers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,20390,3.6,148590,1.5,77340,104020,135690,176990,225920,9.922848906014748,11.908952844155737,0.00013427444418842227,18970,153560,9.850666776352545,11.94185316120606,holdout_2023_2024
2010,2011,17-2199,"Engineers, All Other",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,139610,2.2,91770,0.6,49530,67180,90270,115440,138610,11.846615262767727,11.427051622560924,0.001098450980336618,125590,92260,11.740785874397863,11.432376795986519,train_through_2022
2011,2012,17-2199,"Engineers, All Other",oesm11nat/national_M2011_dl.csv,17,17-21,125590,1.6,92260,0.8,50190,67470,90580,115740,140420,11.740785874397863,11.432376795986519,0.0009790397864026582,122410,93330,11.715139514303406,11.443907593170772,train_through_2022
2012,2013,17-2199,"Engineers, All Other",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,122410,1.4,93330,0.8,49680,68770,92030,116660,141750,11.715139514303406,11.443907593170772,0.0009395355420132264,120810,94310,11.701982619939827,11.45435311081116,train_through_2022
2013,2014,17-2199,"Engineers, All Other",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,120810,1.4,94310,0.8,49140,68810,92680,117930,144000,11.701982619939827,11.45435311081116,0.0009111622466134043,124570,96350,11.732631113462913,11.475753052615845,train_through_2022
2014,2015,17-2199,"Engineers, All Other",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,124570,1.4,96350,0.5,51410,70110,94240,120440,147190,11.732631113462913,11.475753052615845,0.000921865719457102,125460,98150,11.73975023228691,11.494262388139715,train_through_2022
2015,2016,17-2199,"Engineers, All Other",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,125460,1.3,98150,0.5,52010,70960,95900,122840,150830,11.73975023228691,11.494262388139715,0.0009098115407991301,123390,99250,11.723113454244212,11.50540727406543,train_through_2022
2016,2017,17-2199,"Engineers, All Other",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,123390,1.4,99250,0.4,52570,71490,97300,124960,152970,11.723113454244212,11.50540727406543,0.0008788464668256648,131500,99310,11.78676973513378,11.506011619326115,train_through_2022
2017,2018,17-2199,"Engineers, All Other",converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,131500,1.4,99310,0.4,50620,70270,97250,125990,154720,11.78676973513378,11.506011619326115,0.0009224891633830027,142030,99410,11.863800622616424,11.507018050505762,train_through_2022
2018,2019,17-2199,"Engineers, All Other",converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,142030,1.5,99410,0.8,50750,69890,96980,126200,155650,11.863800622616424,11.507018050505762,0.0009813363004885884,152340,102460,11.93387670816938,11.53723751735187,train_through_2022
2019,2020,17-2199,"Engineers, All Other",converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,152340,1.5,102460,0.9,53730,72180,99040,128780,158830,11.93387670816938,11.53723751735187,0.0010372193153739746,152380,107060,11.934139242546483,11.581154044460447,train_through_2022
2020,2021,17-2199,"Engineers, All Other",converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,152380,1.7,107060,0.8,55360,75380,103380,134480,166050,11.934139242546483,11.581154044460447,0.0010954961649366603,151940,107800,11.9312475665809,11.588042213851855,train_through_2022
2021,2022,17-2199,"Engineers, All Other",converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,151940,1.6,107800,0.6,58730,77560,100640,130650,164690,11.9312475665809,11.588042213851855,0.001078463890943551,150420,111280,11.921193308410416,11.619813812897709,train_through_2022
2022,2023,17-2199,"Engineers, All Other",converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,150420,1.1,111280,0.5,59380,79670,104600,135310,168320,11.921193308410416,11.619813812897709,0.001017143348645256,150990,118350,11.924975511371747,11.681410064420586,holdout_2023_2024
2023,2024,17-2199,"Engineers, All Other",converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,150990,1.3,118350,0.5,62130,83250,111970,146060,177020,11.924975511371747,11.681410064420586,0.0009943157590980814,150750,121720,11.923384748066601,11.709486819553893,holdout_2023_2024
2010,2011,17-3011,Architectural and Civil Drafters,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-30,89670,1.6,48740,0.4,29990,37070,46430,58660,72150,11.403902695885694,10.79427584399786,0.000705523239071589,85740,50160,11.35908640325167,10.822993111312226,train_through_2022
2011,2012,17-3011,Architectural and Civil Drafters,oesm11nat/national_M2011_dl.csv,17,17-30,85740,1.5,50160,0.5,31520,38430,47250,59480,73880,11.35908640325167,10.822993111312226,0.0006683881780887326,83410,50550,11.331535474133938,10.830738006646618,train_through_2022
2012,2013,17-3011,Architectural and Civil Drafters,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-30,83410,1.6,50550,0.5,31840,38950,47870,59880,74040,11.331535474133938,10.830738006646618,0.0006401981828226715,88860,51250,11.394828630084016,10.844490409005417,train_through_2022
2013,2014,17-3011,Architectural and Civil Drafters,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-30,88860,1.7,51250,0.5,32440,39630,48800,60300,74200,11.394828630084016,10.844490409005417,0.0006701918486389133,91520,52480,11.424323733127357,10.868206478314477,train_through_2022
2014,2015,17-3011,Architectural and Civil Drafters,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-30,91520,1.7,52480,0.6,32820,40290,49970,61280,75650,11.424323733127357,10.868206478314477,0.0006772830588802599,95280,53470,11.464585699356137,10.886894729843826,train_through_2022
2015,2016,17-3011,Architectural and Civil Drafters,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-30,95280,1.7,53470,0.5,33260,40810,50710,62290,77450,11.464585699356137,10.886894729843826,0.0006909520453319075,96810,54290,11.480515903172183,10.902113746328311,train_through_2022
2016,2017,17-3011,Architectural and Civil Drafters,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-30,96810,1.6,54290,0.5,33570,41370,51640,63480,78770,11.480515903172183,10.902113746328311,0.0006895301600890883,95960,55110,11.471697137908086,10.91710461223978,train_through_2022
2017,2018,17-3011,Architectural and Civil Drafters,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-30,95960,1.7,55110,0.4,34070,42160,52870,64910,79790,11.471697137908086,10.91710461223978,0.0006731715598344711,97610,56700,11.488745470968494,10.945547126244623,train_through_2022
2018,2019,17-3011,Architectural and Civil Drafters,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-30,97610,1.6,56700,0.4,35020,43660,54920,67120,80880,11.488745470968494,10.945547126244623,0.0006744225606610654,98800,58080,11.500863005142227,10.96959386698131,train_through_2022
2019,2020,17-3011,Architectural and Civil Drafters,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-30,98800,1.7,58080,0.4,35890,44920,56340,69050,82230,11.500863005142227,10.96959386698131,0.0006726878584675639,99180,59120,11.504701742670255,10.987341470228692,train_through_2022
2020,2021,17-3011,Architectural and Civil Drafters,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-30,99180,1.7,59120,0.4,36590,45770,57500,70170,83740,11.504701742670255,10.987341470228692,0.0007130286759313425,101310,60620,11.525950272692917,11.012396646681605,train_through_2022
2021,2022,17-3011,Architectural and Civil Drafters,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-30,101310,1.7,60620,0.6,37370,47450,60340,74940,80560,11.525950272692917,11.012396646681605,0.0007190942266124203,105960,61660,11.570826380865066,11.029406919278141,train_through_2022
2022,2023,17-3011,Architectural and Civil Drafters,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-30,105960,2.2,61660,0.7,37770,47580,59820,74440,86180,11.570826380865066,11.029406919278141,0.0007165038507010459,111070,65000,11.61792491545187,11.082157933374816,holdout_2023_2024
2023,2024,17-3011,Architectural and Civil Drafters,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-30,111070,2.3,65000,0.6,39720,49660,61820,77020,94580,11.61792491545187,11.082157933374816,0.0007314302361946083,109550,68860,11.60414547323389,11.139845259006064,holdout_2023_2024
2010,2011,17-3012,Electrical and Electronics Drafters,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-30,27960,2.6,55960,0.9,33960,42000,53020,67920,82990,10.238565961087293,10.932410298526829,0.00021998917993132182,28010,57240,10.240352569152035,10.955025703818272,train_through_2022
2011,2012,17-3012,Electrical and Electronics Drafters,oesm11nat/national_M2011_dl.csv,17,17-30,28010,3.2,57240,0.9,34080,42640,54470,69980,86790,10.240352569152035,10.955025703818272,0.0002183526110131257,28160,58490,10.2456933210051,10.976628175230568,train_through_2022
2012,2013,17-3012,Electrical and Electronics Drafters,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-30,28160,3.2,58490,0.9,34860,43770,55700,71550,88380,10.2456933210051,10.976628175230568,0.00021613692396938532,29600,60350,10.295563423525277,11.007932796396682,train_through_2022
2013,2014,17-3012,Electrical and Electronics Drafters,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-30,29600,3.2,60350,0.9,35440,44760,57250,73910,90930,10.295563423525277,11.007932796396682,0.00022324644068998233,29390,62040,10.288443784012753,11.035550735793711,train_through_2022
2014,2015,17-3012,Electrical and Electronics Drafters,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-30,29390,5.5,62040,0.8,36130,46010,58790,75740,93250,10.288443784012753,11.035550735793711,0.00021749725852809044,29200,62890,10.281958234245314,11.049158348190272,train_through_2022
2015,2016,17-3012,Electrical and Electronics Drafters,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-30,29200,5.0,62890,0.9,36140,46360,59520,77020,95340,10.281958234245314,11.049158348190272,0.00021175272589936712,26750,63390,10.19432713480299,11.057077174512672,train_through_2022
2016,2017,17-3012,Electrical and Electronics Drafters,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-30,26750,4.4,63390,0.8,35780,46260,59970,77700,96820,10.19432713480299,11.057077174512672,0.00019052713337860876,26060,63720,10.16819522292803,11.062269457560602,train_through_2022
2017,2018,17-3012,Electrical and Electronics Drafters,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-30,26060,2.5,63720,1.0,36140,45910,59690,77880,97970,10.16819522292803,11.062269457560602,0.0001828142022643426,24900,64400,10.122663242288953,11.072884439922198,train_through_2022
2018,2019,17-3012,Electrical and Electronics Drafters,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-30,24900,3.0,64400,1.1,36660,46330,60070,78200,99240,10.122663242288953,11.072884439922198,0.00017204304641389742,24140,65720,10.091666918814242,11.09317378810361,train_through_2022
2019,2020,17-3012,Electrical and Electronics Drafters,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-30,24140,3.6,65720,1.2,37770,47880,61530,79100,100650,10.091666918814242,11.09317378810361,0.00016435915894136632,23020,65720,10.044162121818896,11.09317378810361,train_through_2022
2020,2021,17-3012,Electrical and Electronics Drafters,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-30,23020,3.9,65720,1.1,37020,47980,62100,79740,101130,10.044162121818896,11.09317378810361,0.00016549627061846647,20830,67090,9.944197540783914,11.11380518579687,train_through_2022
2021,2022,17-3012,Electrical and Electronics Drafters,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-30,20830,3.7,67090,1.2,38120,48460,61510,78700,99210,9.944197540783914,11.11380518579687,0.00014785048603629171,20930,68640,9.948986592607346,11.13664530282029,train_through_2022
2022,2023,17-3012,Electrical and Electronics Drafters,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-30,20930,3.9,68640,1.0,43270,49960,64240,80980,99420,9.948986592607346,11.13664530282029,0.00014152912037724508,20680,73110,9.936970683352676,11.19973411321324,holdout_2023_2024
2023,2024,17-3012,Electrical and Electronics Drafters,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-30,20680,3.1,73110,0.8,46470,54970,69260,83870,103530,9.936970683352676,11.19973411321324,0.00013618418370851264,20020,77960,9.904537001671699,11.263963980630047,holdout_2023_2024
2010,2011,17-3013,Mechanical Drafters,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-30,64440,1.7,51200,0.6,31660,38800,48810,60670,75080,11.07350535548211,10.843514342086866,0.000507013689369613,64090,52150,11.068059227434745,10.86189863570049,train_through_2022
2011,2012,17-3013,Mechanical Drafters,oesm11nat/national_M2011_dl.csv,17,17-30,64090,1.4,52150,0.7,32260,39420,49200,61420,77110,11.068059227434745,10.86189863570049,0.0004996150960311041,63220,53270,11.054391803423693,10.883147372026944,train_through_2022
2012,2013,17-3013,Mechanical Drafters,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-30,63220,1.4,53270,0.7,32690,40100,50360,63050,78960,11.054391803423693,10.883147372026944,0.00048523353456479185,63180,54510,11.053758902024423,10.906157795147806,train_through_2022
2013,2014,17-3013,Mechanical Drafters,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-30,63180,1.4,54510,0.7,33170,40870,51520,65460,82160,11.053758902024423,10.906157795147806,0.000476510477121388,64070,55260,11.067747122440093,10.91982269458584,train_through_2022
2014,2015,17-3013,Mechanical Drafters,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-30,64070,1.6,55260,0.7,33510,41510,52200,65680,82610,11.067747122440093,10.91982269458584,0.0004741425435146225,65250,56610,11.085996650738002,10.943958591598234,train_through_2022
2015,2016,17-3013,Mechanical Drafters,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-30,65250,1.5,56610,0.7,34030,42320,53520,68020,85860,11.085996650738002,10.943958591598234,0.0004731803207169077,63630,57480,11.060856051960645,10.95920973739723,train_through_2022
2016,2017,17-3013,Mechanical Drafters,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-30,63630,1.7,57480,0.7,34490,43170,54480,68630,85920,11.060856051960645,10.95920973739723,0.00045320528960302335,58190,58150,10.971485982586401,10.970798354703502,train_through_2022
2017,2018,17-3013,Mechanical Drafters,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-30,58190,1.7,58150,0.8,34890,43420,55130,69430,87320,10.971485982586401,10.970798354703502,0.0004082102237053759,56170,59010,10.936155888465745,10.98547914618792,train_through_2022
2018,2019,17-3013,Mechanical Drafters,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-30,56170,1.6,59010,0.7,35720,44230,55920,70190,88280,10.936155888465745,10.98547914618792,0.00038809871152886016,55210,60500,10.918917487774808,11.010415172807951,train_through_2022
2019,2020,17-3013,Mechanical Drafters,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-30,55210,1.5,60500,0.8,36350,45050,57060,72460,92010,10.918917487774808,11.010415172807951,0.00037590178811735024,51620,61490,10.851683845421267,11.026646101622237,train_through_2022
2020,2021,17-3013,Mechanical Drafters,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-30,51620,1.7,61490,0.5,37100,46150,58270,73700,92410,10.851683845421267,11.026646101622237,0.00037110849215140046,47760,62650,10.773964685870737,11.045334921888767,train_through_2022
